sa
63.7896;0.0101241
67.9887;0.0108198
63.6768;0.0101656
63.452;0.0103564
70.4504;0.0103575
66.4342;0.0100434
61.6255;0.0109776
68.2229;0.0110281
65.3858;0.0098932
66.8572;0.0092943
67.7978;0.0229416
66.0807;0.0101098
66.3074;0.0096873
67.7656;0.0098312
65.3282;0.0097026
68.4184;0.0102151
66.0189;0.0103
67.4535;0.0101648
60.6718;0.0101188
68.945;0.0102669
65.1982;0.0100572
66.7538;0.0096529
63.7814;0.0106252
68.1291;0.0099023
68.777;0.0097849
70.9991;0.0096709
61.3528;0.010694
66.1863;0.0104058
70.603;0.0100332
67.6819;0.0098846
