ga
1627.53;530.49
1424.11;531.703
1363.92;532.191
1768.63;534.78
1608.31;542.73
1411.78;542.245
1479.84;543.816
1740.99;552.346
1409.89;560.016
1614.43;555.525
1669.28;692.392
1663.91;794.559
1487.43;708.193
1579.37;575.747
1558.74;580.589
1396.6;579.839
1510.35;562.069
1424.61;545.914
1535.86;544.888
2076.29;547.376
1679.35;551.785
1492.53;551.223
1513.77;548.995
1727.08;550.75
1634.73;553.768
1454.49;557.393
1452.05;554.701
1874.55;572.847
1529.99;556.103
1477.53;559.905
sa
1349.75;2.24467
1248.43;2.81174
1194.55;2.49108
1294.23;2.5413
1227.29;2.79416
1333.32;2.12878
1220.2;3.43092
1286.89;2.32262
1174.32;3.35335
1372.85;2.20716
1258.93;3.39863
1243.98;2.16259
1264.06;3.38497
1294.79;2.19957
1319.2;3.30528
1256.91;2.08894
1274.69;3.44307
1298.78;2.39117
1289.21;3.42148
1182.75;2.1982
1270.53;3.44292
1293.06;2.2228
1275.08;3.34031
1354.78;2.12303
1287.33;3.55332
1235.59;2.26488
1314.16;3.45017
1226.74;3.34568
1253.73;2.38282
1283.37;3.43889
