sa
661.427;0.0562064
656.673;0.0628657
645.901;0.0580266
657.039;0.0597912
637.668;0.063591
639.601;0.0627168
677.827;0.0614787
618.594;0.0621764
663.05;0.0586258
637.138;0.0615328
633.727;0.0593242
635.186;0.0583922
629.187;0.0590074
611.109;0.0600623
664.894;0.0614941
662.318;0.0616085
662.839;0.0566043
679.276;0.0568222
664.539;0.0588719
652.223;0.065719
641.152;0.056803
646.614;0.0624525
617.613;0.0584885
682.831;0.0568349
661.267;0.0589482
653.556;0.0583764
608.471;0.0596223
654.083;0.0621263
659.205;0.0644962
666.184;0.0596586
