sa
47080.8;0.459
45287.7;0.470017
50337.3;0.448951
50633.1;0.444856
51722.3;0.466351
49137.6;0.444989
49403.1;0.46626
50024.6;0.488295
50171.7;0.485544
48950.4;0.521442
48050;0.471253
46426.6;0.483126
48871.8;0.483878
47993.4;0.476384
49694.5;0.481032
41892.6;0.454377
45754.6;0.528869
49706.3;0.459186
48006;0.482935
50711.8;0.447611
48837.8;0.454452
50092.2;0.477998
48563.5;0.484971
49492.3;0.4748
45188.1;0.451404
48628.3;0.458273
48925.9;0.454344
45944.4;0.475262
49334;0.473908
44507.1;0.451737
ga
52042.4;2.68257
56498.8;3.15219
54753.8;3.35855
55992;3.5195
54534.3;4.22265
59222.2;4.99959
56068.4;4.76249
58129.8;4.8826
72764.7;5.34999
59896.2;5.53724
57630.4;5.79264
57092.5;6.04807
54259.9;6.26082
55730.8;6.5296
57928.8;6.77686
66983.7;7.17065
65352.5;7.42345
61780.2;7.6703
60770.1;7.60413
68214.1;7.7172
51297.4;8.0814
66312.8;8.34189
59275.5;8.44263
53459.9;10.3489
62705.1;10.3304
54114.4;10.9443
65783.1;10.6919
55176.4;10.401
62964.3;9.871
62231.8;10.1018
